traffic,timestamp,data,time,interval
13.431952,1727958300,2024-10-03,20:25:00,+300
13.686892,1727958600,2024-10-03,20:30:00,+300
13.663476,1727958900,2024-10-03,20:35:00,+300
14.469143,1727959200,2024-10-03,20:40:00,+300
14.687071,1727959500,2024-10-03,20:45:00,+300
14.52725,1727959800,2024-10-03,20:50:00,+300
14.322378,1727960100,2024-10-03,20:55:00,+300
15.19497,1727960400,2024-10-03,21:00:00,+300
15.231314,1727960700,2024-10-03,21:05:00,+300
15.856152,1727961000,2024-10-03,21:10:00,+300
16.062336,1727961300,2024-10-03,21:15:00,+300
16.739254,1727961600,2024-10-03,21:20:00,+300
16.981349,1727961900,2024-10-03,21:25:00,+300
17.840614,1727962200,2024-10-03,21:30:00,+300
18.483356,1727962500,2024-10-03,21:35:00,+300
18.397888,1727962800,2024-10-03,21:40:00,+300
19.262611,1727963100,2024-10-03,21:45:00,+300
19.845735,1727963400,2024-10-03,21:50:00,+300
19.885429,1727963700,2024-10-03,21:55:00,+300
20.300792,1727964000,2024-10-03,22:00:00,+300
21.151506,1727964300,2024-10-03,22:05:00,+300
19.58239,1727964600,2024-10-03,22:10:00,+300
20.13582,1727964900,2024-10-03,22:15:00,+300
19.763338,1727965200,2024-10-03,22:20:00,+300
20.618058,1727965500,2024-10-03,22:25:00,+300
20.757516,1727965800,2024-10-03,22:30:00,+300
19.725185,1727966100,2024-10-03,22:35:00,+300
19.861241,1727966400,2024-10-03,22:40:00,+300
19.673792,1727966700,2024-10-03,22:45:00,+300
21.202519,1727967000,2024-10-03,22:50:00,+300
21.548826,1727967300,2024-10-03,22:55:00,+300
21.601001,1727967600,2024-10-03,23:00:00,+300
21.332892,1727967900,2024-10-03,23:05:00,+300
21.572427,1727968200,2024-10-03,23:10:00,+300
20.862183,1727968500,2024-10-03,23:15:00,+300
20.527265,1727968800,2024-10-03,23:20:00,+300
19.963448,1727969100,2024-10-03,23:25:00,+300
20.351326,1727969400,2024-10-03,23:30:00,+300
19.502725,1727969700,2024-10-03,23:35:00,+300
19.675482,1727970000,2024-10-03,23:40:00,+300
19.33646,1727970300,2024-10-03,23:45:00,+300
18.885022,1727970600,2024-10-03,23:50:00,+300
19.3305,1727970900,2024-10-03,23:55:00,+300
19.087819,1727971200,2024-10-04,00:00:00,+300
17.694712,1727971500,2024-10-04,00:05:00,+300
17.955628,1727971800,2024-10-04,00:10:00,+300
17.389027,1727972100,2024-10-04,00:15:00,+300
16.618687,1727972400,2024-10-04,00:20:00,+300
16.492297,1727972700,2024-10-04,00:25:00,+300
16.861585,1727973000,2024-10-04,00:30:00,+300
16.697589,1727973300,2024-10-04,00:35:00,+300
16.687136,1727973600,2024-10-04,00:40:00,+300
16.872085,1727973900,2024-10-04,00:45:00,+300
16.648252,1727974200,2024-10-04,00:50:00,+300
16.418647,1727974500,2024-10-04,00:55:00,+300
15.522964,1727974800,2024-10-04,01:00:00,+300
